,address,categories,city,country,latitude,longitude,name,postalCode,state
4778,3960 Buena Vista Rd,Fast Food Restaurant,Columbus,US,32.463103,-84.926483,Taco Bell,31907,Georgia
4779,225 N Main St,Fast Food Restaurant,Cedartown,US,34.016266,-85.254239,Taco Bell,30125,Georgia
4780,1 CNN Ctr NW,Fast Food Restaurant,Atlanta,US,33.757947,-84.394624,Taco Bell,30303,Georgia
4781,3485 Northside Pkwy NW,Fast Food Restaurant,Atlanta,US,33.85,-84.429745,Taco Bell,30327,Georgia
4782,2520 E Lincolnway,Fast Food Restaurant,Cheyenne,US,41.138441,-104.786985,Wendy's,82001,Wyoming
4783,307 Main St W,Fast Food Restaurant and Burger Joint,Ripley,US,38.819,-81.713664,Wendy's,25271,West Virginia
4784,2325 Jackson Ave,Fast Food Restaurant and Burger Joint,Point Pleasant,US,38.866232,-82.126225,Wendy's,25550,West Virginia
4785,Hc 30 Box 182aa,Fast Food Restaurants,Caldwell,US,37.772613,-80.351551,Wendy's,24925,West Virginia
4786,1603 7th St,Fast Food Restaurant,Parkersburg,US,39.266569,-81.534362,Wendy's,26101,West Virginia
4787,3301 E Main St,Fast Food Restaurants,Ventura,US,34.266206,-119.24878,Charley's Grilled Subs,93003,California
4788,542 Clayton Rd,Fast Food Restaurant,Raton,US,36.884937,-104.433231,McDonald's,87740,New Mexico
4789,542 Clayton Rd,Fast Food Restaurants,Raton,US,36.884937,-104.433231,McDonald's,87740,New Mexico
4790,1105 Main St,Fast Food Restaurants,Lordsburg,US,32.343179,-108.711991,McDonald's,88045,New Mexico
4791,11300 Preston Hwy,Fast Food Restaurant,Louisville,US,38.086811,-85.667689,Burger King,40229,Kentucky
4792,4030 Shelbyville Rd,Fast Food Restaurant,Louisville,US,38.252488,-85.65091,Burger King,40207,Kentucky
4793,4030 Shelbyville Rd,Fast Food Restaurants,Louisville,US,38.252488,-85.65091,Burger King,40207,Kentucky
4794,9871 Livernois Ave,Fast Food Restaurants,Detroit,US,42.368993,-83.138806,Burger King,48204,Michigan
4795,2975 Walton Blvd,Fast Food Restaurant,Rochester,US,42.679922,-83.192184,Burger King,48309,Michigan
4796,2975 Walton Blvd,Fast food restaurants,Rochester,US,42.679922,-83.192184,Burger King,48309,Michigan
4797,19901 Van Dyke St,Fast food restaurants,Detroit,US,42.441354,-83.02449,Burger King,48234,Michigan
4798,19901 Van Dyke St,Fast Food Restaurant,Detroit,US,42.441354,-83.02449,Burger King,48234,Michigan
4799,3200 W Davison,Fast Food Restaurants,Detroit,US,42.39098,-83.12744,Burger King,48238,Michigan
4800,16245 Livernois Ave,Fast Food Restaurant,Detroit,US,42.411232,-83.140591,Burger King,48221,Michigan
4801,12661 Mack Ave,Fast food restaurants,Detroit,US,42.383798,-82.965874,Burger King,48215,Michigan
4802,12661 Mack Ave,Fast Food Restaurant,Detroit,US,42.383798,-82.965874,Burger King,48215,Michigan
4803,11981 Gratiot Ave,Fast Food Restaurant,Detroit,US,42.412371,-82.992613,Burger King,48213,Michigan
4804,6190 W Michigan Ave,Fast Food Restaurant,Ypsilanti,US,42.198633,-83.701448,Burger King,48197,Michigan
4805,45455 Michigan Ave,Fast Food Restaurants,Canton,US,42.271911,-83.486574,Burger King,48188,Michigan
4806,45455 Michigan Ave,"Fast Food Restaurant, American Restaurant, and Burger Joint",Canton,US,42.271911,-83.486574,Burger King,48188,Michigan
4807,806 S 4th St,Fast Food Restaurants,Chickasha,US,35.0428,-97.937,Domino's Pizza,73018,Oklahoma
4808,8446 Park Ln,Fast Food,Dallas,US,32.8711,-96.7594,Domino's Pizza,75231,Texas
4809,8530 Fm 1765,Fast Food Restaurants,Texas City,US,29.378199,-95.00634,Domino's Pizza,77591,Texas
4810,109 Wp Malone Dr,Fast Food Restaurants,Arkadelphia,US,34.12015,-93.094315,Subway,71923,Arkansas
4811,133 Arkansas Blvd,Fast Food Restaurants,Texarkana,US,33.460583,-94.042844,Subway,71854,Arkansas
4812,6917 Middle Valley Rd,Fast Food Restaurants,Hixson,US,35.173456,-85.206053,Subway,37343,Tennessee
4813,660 Carriage House Dr,Sandwich Place and Fast Food Restaurant,Jackson,US,35.660294,-88.851576,Subway,38305,Tennessee
4814,697 S Grundy Quarles Hwy,Fast Food Restaurants,Gainesboro,US,36.340361,-85.656679,Subway,38562,Tennessee
4815,1443 Concord St S,Fast Food Restaurants,South Saint Paul,US,44.868249,-93.025774,Dairy Queen,55075,Minnesota
4816,137 Access Way,Fast Food Restaurant,Spicer,US,45.230717,-94.939443,Dairy Queen,56288,Minnesota
4817,1354 Maryland Ave E,Ice Cream Shop and Fast Food Restaurant Greater East Side,Saint Paul,US,44.977283,-93.04341,Dairy Queen,55106,Minnesota
4818,1354 Maryland Ave E,Ice Cream Shop and Fast Food Restaurant,Saint Paul,US,44.977283,-93.04341,Dairy Queen,55106,Minnesota
4819,1403 Main St,Fast Food Restaurant and Burger Joint,Follansbee,US,40.334354,-80.596133,Burger King,26037,West Virginia
4820,729 Beverly Pike,Fast Food Restaurant and Burger Joint,Elkins,US,38.892328,-79.845789,Burger King,26241,West Virginia
4821,107 R H L Blvd,Fast Food Restaurants,South Charleston,US,38.329106,-81.713882,Burger King,25309,West Virginia
4822,891 N Us Highway 31,Fast Food Restaurants,Whiteland,US,39.563856,-86.092199,Burger King,46184,Indiana
4823,790 Old Hickory Blvd,Fast Food Restaurant,Brentwood,US,36.04102,-86.780091,Waffle House,37027,Tennessee
4824,1234 Massachusetts Ave,Fast Food,Arlington,US,42.423958,-71.178426,Dunkin' Donuts,2476,Massachusetts
4825,212 Main St,Fast Food,Acton,US,42.468486,-71.456183,Dunkin' Donuts,1720,Massachusetts
4826,1012 NE Park Dr,Fast Food Restaurants,Issaquah,US,47.543375,-122.015879,Subway,98029,Washington
4827,2608 Pine Ave,Fast Food Restaurants,Niagara Falls,US,43.095125,-79.030346,Subway,14301,New York
4828,1201 29th St SE,Fast Food Restaurants,Watertown,US,44.886558,-97.068027,Subway,57201,South Dakota
4829,505 Arrow Ave NE,Fast Food Restaurants,Watertown,US,44.901154,-97.105558,Subway,57201,South Dakota
4830,1058 W Club Blvd,Fast Food Restaurants,Durham,US,36.017874,-78.911675,Dairy Queen,27701,North Carolina
4831,1685 S Redwood Rd,Fast Food,Salt Lake City,US,40.733592,-111.938302,Arby's,84104,Utah
4832,3430 S State St,Fast Food Restaurant,Salt Lake City,US,40.696791,-111.888759,Arby's,84115,Utah
4833,3430 S State St,Fast Food Restaurants,Salt Lake City,US,40.696791,-111.888759,Arby's,84115,Utah
4834,935 W North Temple,Fast Food Restaurants,Salt Lake City,US,40.771159,-111.918267,Arby's,84116,Utah
4835,955 E Expressway Square,Fast Food,Spanish Fork,US,40.121027,-111.640101,Arby's,84660,Utah
4836,1650 S State St,Fast Food Restaurant,Salt Lake City,US,40.733719,-111.888614,Arby's,84115,Utah
4837,755 E Main,Fast Food Restaurant,Price,US,39.59992,-110.79718,Arby's,84501,Utah
4838,755 E Main,Fast Food,Price,US,39.59992,-110.79718,Arby's,84501,Utah
4839,1474 S 40th E,Fast Food Restaurant,Provo,US,40.21409,-111.658325,Arby's,84601,Utah
4840,910 State St,Fast Food,Orem,US,40.313637,-111.701794,Arby's,84057,Utah
4841,3385 Washington Blvd,Fast Food Restaurants,Ogden,US,41.202229,-111.97132,Arby's,84401,Utah
4842,3385 Washington Blvd,Fast Food,Ogden,US,41.202229,-111.97132,Arby's,84401,Utah
4843,4740 Harrison Blvd,Fast Food Restaurants,Ogden,US,41.177333,-111.948732,Arby's,84403,Utah
4844,987 N Fairfield,Fast Food Restaurant,Layton,US,41.074184,-111.9506,Arby's,84040,Utah
4845,593 N State St,Fast Food,Lindon,US,40.349482,-111.72976,Arby's,84042,Utah
4846,30711 Fm 2920,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Waller,US,30.064443,-95.905673,Arby's,77484,Texas
4847,130 E Louetta Rd,Fast Food Restaurant,Spring,US,30.066003,-95.432509,Arby's,77373,Texas
4848,6818 Military Dr W,Fast Food,San Antonio,US,29.404932,-98.628837,Arby's,78227,Texas
4849,14103 Nacogdoches Rd,Fast Food Restaurant and Sandwich Place Northeast San Antonio,San Antonio,US,29.569973,-98.383507,Arby's,78247,Texas
4850,1820 N Plano Rd,Fast Food Restaurant and Sandwich Place Yale Park,Richardson,US,32.973511,-96.69923,Arby's,75081,Texas
4851,3129 Knickerbocker Rd,Fast Food Restaurants,San Angelo,US,31.421448,-100.468308,Arby's,76904,Texas
4852,1750 N Harlem Ave,Fast Food Restaurant,Elmwood Park,US,41.912178,-87.806366,Burger King,60707,Illinois
4853,299 S Randall Rd,Fast food restaurants,Elgin,US,42.025233,-88.338886,Burger King,60123,Illinois
4854,1150 N Mclean Blvd,Fast Food Restaurant,Elgin,US,42.060156,-88.316094,Burger King,60123,Illinois
4855,1150 N Mclean Blvd,Fast Food,Elgin,US,42.060156,-88.316094,Burger King,60123,Illinois
4856,2204 Troy Rd,Fast Food,Edwardsville,US,38.786379,-89.951197,Burger King,62025,Illinois
4857,1048 E Sibley Blvd,Fast food restaurants,Dolton,US,41.622688,-87.590538,Burger King,60419,Illinois
4858,7301 Lemont Rd,Fast food restaurants,Downers Grove,US,41.753063,-88.012672,Burger King,60516,Illinois
4859,4910 W North Ave,Fast Food Restaurant and Burger Joint Austin,Chicago,US,41.909958,-87.749611,Burger King,60639,Illinois
4860,4125 N Milwaukee Ave,Fast Food Restaurants,Chicago,US,41.955822,-87.749771,Burger King,60641,Illinois
4861,3953 W Chicago Ave,Fast food restaurants,Chicago,US,41.895145,-87.725533,Burger King,60624,Illinois
4862,2000 W 47th St,Fast Food,Chicago,US,41.808731,-87.675407,Burger King,60609,Illinois
4863,2344 W Chicago Ave,Fast Food Restaurant and Burger Joint Ukrainian Village,Chicago,US,41.895992,-87.686195,Burger King,60622,Illinois
4864,1323 W Irving Park Rd,Fast Food Restaurants,Chicago,US,41.954018,-87.663162,Burger King,60613,Illinois
4865,2313 Colorado Blvd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Denton,US,33.189964,-97.10396,Arby's,76205,Texas
4866,2313 Colorado Blvd,Fast Food Restaurant,Denton,US,33.189964,-97.10396,Arby's,76205,Texas
4867,205 Liberty Bell Rd,Fast Food,Copperas Cove,US,31.120436,-97.867188,Arby's,76522,Texas
4868,4811 S Staples,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Corpus Christi,US,27.713563,-97.370984,Arby's,78411,Texas
4869,5649 Saratoga Blvd,Fast Food Restaurants,Corpus Christi,US,27.684779,-97.382354,Arby's,78414,Texas
4870,8648 Research Blvd,"Fast Food Restaurant, Sandwich Place, and American Restaurant Crestview - Wooten",Austin,US,30.363358,-97.718159,Arby's,78758,Texas
4871,8648 Research Blvd,"Restaurant, Fast Food Restaurant, and Sandwich Place Crestview - Wooten",Austin,US,30.363358,-97.718159,Arby's,78758,Texas
4872,2020 S Ross St,Fast Food,Amarillo,US,35.190678,-101.817353,Arby's,79103,Texas
4873,304 S Broadway Ste G,Fast Food Restaurant,Portland,US,36.577324,-86.514499,Arby's,37148,Tennessee
4874,3196 Dickerson Rd,Fast Food,Nashville,US,36.234034,-86.758963,Arby's,37207,Tennessee
4875,3196 Dickerson Rd,Fast Food Restaurant,Nashville,US,36.234034,-86.758963,Arby's,37207,Tennessee
4876,2750 Elm Hill Pike,Fast Food,Nashville,US,36.149331,-86.666882,Arby's,37214,Tennessee
4877,905 Smithville Hwy,"Fast Food Restaurant, American Restaurant, and Sandwich Place",McMinnville,US,35.696804,-85.780411,Arby's,37110,Tennessee
4878,919 Gallatin Rd,Fast Food,Madison,US,36.251257,-86.717623,Arby's,37115,Tennessee
4879,816 Foothills Dr,Fast Food Restaurant,Maryville,US,35.751687,-83.99739,Arby's,37801,Tennessee
4880,204 23rd St,Fast Food,Canyon,US,34.98186,-101.919308,Subway,79015,Texas
4881,19211 W Lake Houston Pkwy,Fast Food Restaurant Atascocita South,Humble,US,29.99638,-95.161887,Subway,77346,Texas
4882,1900 Oates Dr,Fast Food Restaurant,Mesquite,US,32.835955,-96.629937,Subway,75150,Texas
4883,1805 S W S Young Dr,Fast Food Restaurant,Killeen,US,31.096631,-97.720787,Subway,76543,Texas
4884,1621 Sam Houston Ave,Fast Food Restaurants,Huntsville,US,30.717538,-95.551437,Subway,77340,Texas
4885,1546 Stacy Rd,Fast Food Restaurants,Allen,US,33.129986,-96.670843,Subway,75002,Texas
4886,150 E Interstate 20,Fast Food Restaurants,Colorado City,US,32.388575,-100.866551,Subway,79512,Texas
4887,7504 Atlantic Blvd,Fast Food Restaurant,Jacksonville,US,30.313201,-81.578763,Checkers,32211,Florida
4888,930 Dunn Avenue,Fast Food Restaurants,Jacksonville,US,30.429531,-81.660675,Checkers,32218,Florida
4889,2701 W Broward Blvd,Fast Food Restaurants,Fort Lauderdale,US,26.121851,-80.178286,Checkers,33312,Florida
4890,575 W International Speedway Blvd,Fast Food Restaurants,Daytona Beach,US,29.208378,-81.028102,Checkers,32114,Florida
4891,9935 W Sample Rd,Fast Food Restaurant and Burger Joint,Pompano Beach,US,26.272905,-80.259203,Checkers,33065,Florida
4892,4909 Ulmerton Rd,Fast Food,Clearwater,US,27.894447,-82.700823,Checkers,33760,Florida
4893,1972 GulftoBay Blvd,Fast Food Restaurant and Food,Clearwater,US,27.96086,-82.755758,Checkers,33765,Florida
4894,755 W Boynton Beach Blvd,Fast Food Restaurant,Boynton Beach,US,26.529235,-80.079159,Checkers,33426,Florida
4895,1520 W Brandon Blvd,Fast Food Restaurant,Brandon,US,27.938309,-82.307492,Checkers,33511,Florida
4896,15055 Imperial Hwy,Fast Food Restaurants,La Mirada,US,33.917543,-118.009868,Del Taco,90638,California
4897,4820 Barranca Pkwy,Fast Food Restaurant,Irvine,US,33.676169,-117.798005,Del Taco,92604,California
4898,20921 Magnolia St,Fast Food Restaurant,Huntington Beach,US,33.658896,-117.97106,Del Taco,92646,California
4899,17501 Beach Blvd,Fast Food,Huntington Beach,US,33.708187,-117.989773,Del Taco,92647,California
4900,17292 Main St,Fast Food Restaurant,Hesperia,US,34.419775,-117.285501,Del Taco,92345,California
4901,16216 Crenshaw Blvd,Fast Food Restaurant,Gardena,US,33.883679,-118.326514,Del Taco,90249,California
4902,2408 E Chapman Ave,Fast Food Restaurants,Fullerton,US,33.874214,-117.889401,Del Taco,92831,California
4903,9436 Warner Ave,Fast Food,Fountain Valley,US,33.71592,-117.965183,Del Taco,92708,California
4904,1270 W Valley Pkwy,Fast Food Restaurants,Escondido,US,33.115141,-117.101221,Del Taco,92029,California
4905,520 N Diamond Bar Blvd,Fast Food,Diamond Bar,US,34.029193,-117.810175,Del Taco,91765,California
4906,5981 Orange Ave,Fast Food Restaurants,Cypress,US,33.824762,-118.028735,Del Taco,90630,California
4907,280 Bristol St,Fast Food,Costa Mesa,US,33.667582,-117.882683,Del Taco,92626,California
4908,280 Bristol St,Fast Food Restaurant,Costa Mesa,US,33.667582,-117.882683,Del Taco,92626,California
4909,1155 Baker St,Fast Food,Costa Mesa,US,33.68013,-117.90555,Del Taco,92626,California
4910,2260 Frontage Rd,Fast Food Restaurants,Corona,US,33.879805,-117.611444,Del Taco,92882,California
4911,1520 N Shadeland Ave,Fast Food Restaurant,Indianapolis,US,39.788132,-86.045994,Rally's,46219,Indiana
4912,6735 Indianapolis Blvd,Fast Food Restaurants,Hammond,US,41.590733,-87.480596,Rally's,46324,Indiana
4913,910 West 5th Avenue,Fast Food,Gary,US,41.602186,-87.348917,Rally's,46402,Indiana
4914,320 W Jefferson Blvd,Fast Food Restaurant,Fort Wayne,US,41.075823,-85.142875,Rally's,46802,Indiana
4915,4527 W Main St,Fast Food Restaurant,Belleville,US,38.54128,-90.023756,Rally's,62226,Illinois
4916,6344 Lawrenceville Hwy,Fast Food Restaurants,Tucker,US,33.866959,-84.187599,Checkers,30084,Georgia
4917,3409 Mercer University Drive,Fast Food,Macon,US,32.821013,-83.689832,Checkers,31204,Georgia
4918,1904 Oates Dr,Fast Food Restaurant,Mesquite,US,32.836722,-96.629862,Wienerschnitzel,75150,Texas
4919,1904 Oates Dr,Hot Dog Joint and Fast Food Restaurant,Mesquite,US,32.836722,-96.629862,Wienerschnitzel,75150,Texas
4920,4809 34th St,Fast Food Restaurants,Lubbock,US,33.562991,-101.914766,Wienerschnitzel,79410,Texas
4921,2614 W Interstate 20,Fast Food Restaurants,Grand Prairie,US,32.677907,-97.045942,Wienerschnitzel,75052,Texas
4922,2222 N Mesa St,Fast Food Restaurants,El Paso,US,31.77405,-106.500189,Wienerschnitzel,79902,Texas
4923,246 N New Hope Rd,Fast Food Restaurants,Gastonia,US,35.265081,-81.151273,Subway,28054,North Carolina
4924,472 Hay St,Fast Food Restaurants,Fayetteville,US,35.055072,-78.884736,Subway,28301,North Carolina
4925,3055 Legion Rd,Fast Food Restaurants,Fayetteville,US,35.004737,-78.915026,Subway,28306,North Carolina
4926,590 E Jackson Blvd,Fast Food Restaurants,Erwin,US,35.323504,-78.645019,Subway,28339,North Carolina
4927,901 Smoky Park Hwy,Sandwich Place and Fast Food Restaurant,Candler,US,35.546872,-82.655418,Subway,28715,North Carolina
4928,1301 E Broad St,Fast Food Restaurants,Elizabethtown,US,34.619904,-78.590325,Subway,28337,North Carolina
4929,2526 Erwin Rd,Fast Food Restaurant,Durham,US,36.008757,-78.943551,Subway,27705,North Carolina
4930,2526 Erwin Rd,Fast Food Restaurant and Sandwich Place,Durham,US,36.008757,-78.943551,Subway,27705,North Carolina
4931,3948 Hodges Chapel Rd,Fast Food Restaurants,Dunn,US,35.33533,-78.554547,Subway,28334,North Carolina
4932,9800 Blairwood Rd,Fast Food Restaurant,Louisville,US,38.225572,-85.578927,Waffle House,40222,Kentucky
4933,76 Austin Ln,Fast Food Restaurant,London,US,37.14913,-84.116549,Waffle House,40741,Kentucky
4934,5879 Marina Rd,Fast Food Restaurants,Discovery Bay,US,37.90442,-121.59071,Boardwalk Grill,94505,California
4935,2003 Pease St,Fast Food,Houston,US,29.746486,-95.360385,Subway,77003,Texas
4936,2085 N 120th St,Fast Food Restaurant,Omaha,US,41.278424,-96.099984,Pepperjax Grill,68164,Nebraska
4937,1709 W IL Route 120,Fast Food Restaurants,McHenry,US,42.337823,-88.230605,Henny Penny Family Restaurant,60051,Illinois
4938,2720 Heritage Dr,Fast Food Restaurants,Delafield,US,43.04943,-88.373027,Dairy Queen,53018,Wisconsin
4939,2400 Patterson St,Fast Food Restaurant and Ice Cream Shop,Nashville,US,36.151908,-86.809606,Dairy Queen,37203,Tennessee
4940,2520 Loves Creek Rd,Fast Food,Knoxville,US,36.035003,-83.869783,Dairy Queen,37924,Tennessee
4941,23845 Rogers Clark Blvd,Fast Food Restaurants,Ruther Glen,US,37.938581,-77.465932,Dairy Queen,22546,Virginia
4942,2240 S Ridge Rd,Fast Food Restaurant,Green Bay,US,44.493489,-88.070358,Dairy Queen,54304,Wisconsin
4943,220 15th St NE,Ice Cream Shop and Fast Food Restaurant,Auburn,US,47.320698,-122.227109,Dairy Queen,98002,Washington
4944,201 E Euclid Ave,Fast Food Restaurant,Mount Prospect,US,42.087924,-87.933339,Steak 'n Shake,60056,Illinois
4945,201 E Euclid Ave,"American Restaurant, Fast Food Restaurant, and Breakfast Spot",Mount Prospect,US,42.087924,-87.933339,Steak 'n Shake,60056,Illinois
4946,2121 Willow Rd,"Fast Food Restaurant, American Restaurant, and Burger Joint",Glenview,US,42.105566,-87.831806,Steak 'n Shake,60025,Illinois
4947,1211 N Keller Dr,Fast Food Restaurant,Effingham,US,39.136689,-88.564198,Steak 'n Shake,62401,Illinois
4948,1330 E Pershing Rd,Fast Food Restaurants,Decatur,US,39.87724,-88.93937,Steak 'n Shake,62526,Illinois
4949,3201 N Vermilion St,Fast Food Restaurants,Danville,US,40.175185,-87.630136,Steak 'n Shake,61832,Illinois
4950,1709 S Neil St,Fast Food Restaurants,Champaign,US,40.096112,-88.244962,Steak 'n Shake,61820,Illinois
4951,1305 Locke Dr,Fast Food Restaurants,Bourbonnais,US,41.162795,-87.849,Steak 'n Shake,60914,Illinois
4952,1305 Locke Dr,Fast Food Restaurant,Bourbonnais,US,41.162795,-87.849,Steak 'n Shake,60914,Illinois
4953,5229 Elmore Ave,Fast Food Restaurant,Davenport,US,41.573692,-90.528589,Steak 'n Shake,52807,Iowa
4954,2110 Pleasant Hill Rd,"American Restaurant, Fast Food Restaurant, and Burger Joint",Duluth,US,33.957212,-84.133398,Steak 'n Shake,30096,Georgia
4955,4835 Jimmy Lee Smith Pkwy,Fast Food Restaurant,Hiram,US,33.901144,-84.770777,Steak 'n Shake,30141,Georgia
4956,1250 W Walnut Ave,Fast food restaurants,Dalton,US,34.759089,-84.989237,Steak 'n Shake,30720,Georgia
4957,1250 W Walnut Ave,Fast Food Restaurant,Dalton,US,34.759089,-84.989237,Steak 'n Shake,30720,Georgia
4958,9827 W Flamingo Rd,Fast Food,Las Vegas,US,36.115057,-115.307059,Joe's Crab Shack,89147,Nevada
4959,107 S High St,Fast Food Restaurants,Columbus,US,39.95987,-83.000414,Subway,43215,Ohio
4960,1065 Reading Rd,Fast Food Restaurant,Mason,US,39.339706,-84.341295,Subway,45040,Ohio
4961,1026 S Broadway,Fast Food Restaurants,Geneva,US,41.796266,-80.947353,Subway,44041,Ohio
4962,7115 West Central Avenue,Fast Food,Toledo,US,41.672819,-83.713499,Panera Bread,43617,Ohio
4963,3536 S National Ave,Fast Food Restaurants,Springfield,US,37.149707,-93.277749,Jimmy John's,65807,Missoui
4964,6230 Old Canton Rd,Fast Food Restaurants,Jackson,US,32.39101,-90.112766,Back Yard Burgers,39211,Mississippi
4965,2036 N College Ave,Fast Food Restaurants,Fayetteville,US,36.089566,-94.154186,Back Yard Burgers,72703,Arkansas
4966,664 Wesley Dr,Sandwich Place and Fast Food Restaurant,Wood River,US,38.870824,-90.067277,Subway,62095,Illinois
